,activityID,sourceLocation,latitude,longitude,halfAngle,speed,type,note
2296,2016-04-05T12:36:00-CME-001,,50.0,19.0,48.0,100.0,S,"It's not clear what the source of this CME is.  There is some evolution in the north of AIA images (particularly 193A) near the coronal hole boundary after 11:00Z, this may be a very faint filament channel eruption (without much filament) or it may have a different source."
2297,2016-04-06T16:24:00-CME-001,,23.0,14.0,31.0,464.0,S,"filament eruption close to central meridian in the north hemisphere, actual filament lift-off is not visible in AIA, but post-eruptive arcade and double ribbons can be seen in AIA 193 and 304 starting at ~14:00."
2298,2016-04-07T10:09:00-CME-001,N30E50,30.0,-45.0,13.0,340.0,S,"The very narrow CME is associated with a very interesting eruption visible in 193/171 starting around 09UT. Twisting of the field lines is visible specifically on SDO 171.  However, the CME is very faint.  Measurements are done using POS approximation."
2299,2016-04-07T23:36:00-CME-001,,0.0,120.0,33.0,740.0,C,"Eruption from behind the W limb (close at equator) seen in AIA 193 at ~23:00 UT, also seen in EUVI A at the east limb."
2300,2016-04-08T12:00:00-CME-001,,33.0,,22.0,417.0,S,Source is likely dimming in STEREO A EUV north-west quadrant starting at about 2016-04-08T10:30Z
2301,2016-04-08T23:13:00-CME-001,,-24.0,97.0,15.0,454.0,S,This CME is caused by a small eruption that can be seen in the SW of SDO at ~17:45Z.  The CME is very thin.
2302,2016-04-09T13:36:00-CME-001,N11E60,14.0,-65.0,20.0,311.0,S,"This CME was seen as opening and closing field lines as well as dimming in SDO AIA 193, from AR 2529 in the NE. It is associated with a long duration C2.8 flare."
2303,2016-04-09T20:30:00-CME-001,,-29.0,23.0,26.0,263.0,S,"filament lifting off seen in AIA 304 at ~10:00 UT (with slow rise phase starting a few hours before that), filament seen to move to the SW. Eruption also faintly seen in AIA 193, only small part of a very long filament channel is erupting (eastern end of the channel)."
2304,2016-04-10T07:12:00-CME-001,N10E60,28.0,-53.0,36.0,352.0,S,This CME was associated with opening and closing field lines seen in SDO AIA 193 and 171 around 05:58Z from AR2529 in the NE.
2305,2016-04-10T11:00:00-CME-001,N10E30,34.0,-24.0,35.0,521.0,C,"Source is filament eruption near AR2529 around 10:06Z in SDO AIA 193, 171, and 304 with opening field lines visible off the limb of STA EUVI imagery."
2306,2016-04-11T09:24:00-CME-001,N20E70,32.0,-110.0,31.0,369.0,S,This CME may be associated with the AR visible in STA EUVI close to the west limb and the eruption visible in SDO 913/171 on the east limb.  The CME is very faint in STA COR2.  Measurements are very rough.
2307,2016-04-12T02:24:00-CME-001,,-16.0,-173.0,44.0,380.0,S,The CME is a complex partial halo. It is associated with a filament eruption at the back-side which can be observed in AIA 304 over the south limb starting at 2016-04-11T23:37.
2308,2016-04-13T18:24:00-CME-001,,30.0,107.0,24.0,309.0,S,Likely source is small eruption see in the NE of STA EUVI 195 at around 17:25.
2309,2016-04-14T11:36:00-CME-001,,23.0,110.0,21.0,193.0,S,CME may be associated with activity recorded at an active region seen at the NE on STA EUVI.
2310,2016-04-15T15:24:00-CME-001,,18.0,-122.0,10.0,328.0,S,Source location is unclear although it is apparent that it is back sided.
2311,2016-04-16T10:24:00-CME-001,,-30.0,-85.0,25.0,369.0,S,
2312,2016-04-16T21:54:00-CME-001,,4.0,43.0,36.0,254.0,S,
2313,2016-04-18T00:36:00-CME-001,N10W51,9.0,58.0,37.0,689.0,C,
2314,2016-04-19T09:36:00-CME-001,N20W20,13.0,5.0,38.0,328.0,S,Eruption from AR located at the far side seen in STA EUVI starting after 09UT.  Measurements are very rough since the CME is very faint.
2315,2016-04-21T00:09:00-CME-001,,7.0,-109.0,10.0,283.0,S,Very narrow streamer from far sided AR seen in STA EUVI on the NW.
2316,2016-04-24T04:24:00-CME-001,,24.0,115.0,40.0,510.0,C,This CME is associated with a back sided eruption in the north east visible in EUVI 195 around 02:15.
2317,2016-04-24T14:00:00-CME-001,,43.0,121.0,40.0,231.0,S,Source is active region in NE of STA EUVI imagery.  Start time is an estimate as the CME began while there was still significant outflow from the previous 2016-04-24T04:24Z CME from the same source.
2318,2016-04-24T23:36:00-CME-001,N20E60,7.0,-163.0,45.0,276.0,S,CME is a full halo from AR on the far side seen from STA EUVI.  Longitude has been taken as the longitude from the spacecraft.
2319,2016-04-25T05:12:00-CME-001,N20E60,5.0,-165.0,45.0,695.0,C,CME is a full halo from AR on the far side seen from STA EUVI.  This CME is faster than the previous one from the same AR.  Longitude has been taken as the longitude from the spacecraft.
2320,2016-04-25T14:12:00-CME-001,,-28.0,,10.0,450.0,S,"source location unknown, nothing visible in neither AIA nor EUVI A.
very narrow, jet-like flow"
2321,2016-04-26T17:48:00-CME-001,,31.0,118.0,10.0,379.0,S,"Small eruption visible at the NW limb in AIA 193 starting ~17:00 (opening of off-limb field lines), source behind the limb, also visible behind the limb in EUVI A (NE limb). CME was small and very narrow."
2322,2016-04-27T05:00:00-CME-001,,55.0,-102.0,24.0,485.0,S,"Former AR 12529 is the source of this CME, EUVI A shows a flare at 04:25 followed by a dimming which moves to the NW of the AR. Although the location of the AR is in the eastern part of the disk (from STA view) the CME in the STA coronagraph is visible in the NW! This CME has a very non-radial path in the lower solar atmosphere. The CME is also visible in LASCO C2/3 to the NE. STA particle data also shows small enhancements at ~05:00."
2323,2016-04-28T02:12:00-CME-001,N04E29,3.0,-29.0,29.0,257.0,S,CME is associated with a B8.1 class flare from the AR 2535.  CME is very faint and measurements are very rough.
2324,2016-04-28T06:36:00-CME-001,N05E25,25.0,-26.0,18.0,347.0,S,CME associated with C1.8 class flare from AR 2535.  CME is very high latitude and combined with previous CME outflows.  Measurements are very rough.
2325,2016-04-28T07:24:00-CME-001,N05E27,3.0,-26.0,25.0,289.0,S,CME is associated with a C1.1 class flare from the AR 2535.  CME is very faint and measurements are very rough.
2326,2016-04-29T05:00:00-CME-001,,28.0,-143.0,29.0,362.0,S,CME is associated with an eruption visible in the far sided in STA EUVI.  The CME front was very difficult to single out since it is in the same direction (NE as seen from SOHO) as other slow eruptions from AR 2535.
2327,2016-04-30T08:24:00-CME-001,N25E110,39.0,-102.0,13.0,589.0,C,CME is back sided and can be clearly seen in Stereo A EUVI 195 at ~04:00 just west of center disk.
2328,2016-04-30T17:48:00-CME-001,,37.0,-120.0,15.0,338.0,S,Source location is likely an eruption on the back side around N30W40 in STA EUVI imagery around 17:05. Eruption characterized by dimming.
2329,2016-05-01T06:24:00-CME-001,,37.0,-120.0,22.0,596.0,C,This CME is associated with an eruption on the back side around N20W35 in STA EUVI imagery around 05:55.
2330,2016-05-02T09:12:00-CME-001,N21E33,3.0,-37.0,36.0,386.0,S,CME is associated with the C3.5 class flare that peaked at 08:42Z.  The eruption was triggered by the flare and it looks like the dimming covers an area southward of the AR as observed in SDO AIA.  The CME front is almost non-visible.  It was measured using STA COR2 images only and measurements are very rough.
2331,2016-05-03T20:48:00-CME-001,,-16.0,53.0,14.0,280.0,S,This CME was small and faint. Possible source is a small amount of dimming in SDO AIA 193 in the southwest around 18:18.
2332,2016-05-04T13:41:00-CME-001,N06W61,4.0,59.0,27.0,412.0,S,Faint CME associated with C1.3 class flare from the region 2535 N06W61 at 13:41
2333,2016-05-07T13:48:00-CME-001,,11.0,90.0,15.0,222.0,S,This CME was associated with opening and closing field lines off the northwest limb. It is visible in SDO AIA 193 around 13:05Z. The CME is very faint.
2334,2016-05-07T14:24:00-CME-001,,-18.0,95.0,18.0,194.0,S,The source of this CME is opening and closing field lines off the southwest limb seen in SDO AIA 193 around 14:00.
2335,2016-05-07T16:48:00-CME-001,,33.0,-2.0,16.0,342.0,S,This CME is associated with a large amount of dimming seen in SDO AIA 193 in the northeast starting at 15:36.
2336,2016-05-09T23:09:00-CME-001,N35E20,49.0,31.0,35.0,414.0,S,"CME associated with filament eruption near N35E20.  However, most of the material looks like traveling to the NW."
2337,2016-05-10T09:00:00-CME-001,,-31.0,-114.0,25.0,214.0,S,The source appears to be a far sided AR located in S10W30 (STEREO A).
2338,2016-05-10T21:17:00-CME-001,,15.0,-85.0,12.0,674.0,C,
2339,2016-05-11T03:24:00-CME-001,,22.0,44.0,20.0,700.0,C,"Sign of an eruption between ARs 12542 and 12541 in AIA 193 starting at around 00:40, dimmings seen in AIA 193."
2340,2016-05-11T11:24:00-CME-001,N40W100,38.0,93.0,11.0,688.0,C,A large filament eruption can be seen on the north western limb in SDO 304 starting at around 10:23Z.  The subsequent CME is fast but very narrow and high latitude.
2341,2016-05-11T11:48:00-CME-001,,3.0,-50.0,12.0,390.0,S,"Eruption close to AR 12544 in the NE, starting ~10:00 UT in AIA 193, some dimmings and brightenings visible."
2342,2016-05-12T14:24:00-CME-001,,-17.0,82.0,26.0,311.0,S,CME is associated with a small filament eruption visible in SDO AIA 304 in the SW.  The start time can be wrong since the outflow started really slow and the CME front is not very well visible.
2343,2016-05-13T15:18:00-CME-001,,-9.0,87.0,12.0,281.0,S,Source is a filament eruption on the NW starting after 13UT.
2344,2016-05-13T23:12:00-CME-001,,18.0,-46.0,11.0,309.0,S,Source is likely the filament lift off in NE between 17:40 and 23:36 seen in SDO AIA 193 and 304.  Corresponding rising loops visible in NW of STA EUVI imagery.
2345,2016-05-14T03:12:00-CME-001,,-13.0,-92.0,19.0,535.0,C,The source is likely a far sided filament eruption visible in the SW of STA EUVI Imagery.
2346,2016-05-15T15:36:00-CME-001,N10W50,17.0,68.0,36.0,1198.0,O,This CME is very bright. It is associated with opening field lines as well as dimming in the NW of SDO AIA 193 starting around 15:10.
2347,2016-05-16T07:39:00-CME-001,,8.0,83.0,30.0,418.0,S,"CME source could not be accurately identified.  Many C and B class flares from ARs on the west side limb (2544, 2545)."
2348,2016-05-16T22:36:00-CME-001,,26.0,88.0,17.0,366.0,S,"No clear source, though there was some off-limb loop evolution north of the equator over the western limb, best visible in AIA 171."
2349,2016-05-19T17:00:00-CME-001,,-2.0,148.0,15.0,550.0,C,"source region is seen in EUVI A close to the equator at around 150 longitude, AR close to east limb east of equatorial CH, eruption starts around 15.00 UT"
2350,2016-05-26T16:12:00-CME-001,S07W85,-19.0,87.0,25.0,434.0,S,CME associated with a double peak flare that I believe come from 2 different ARs.  The second peak (13:51UT) corresponds to AR 2546 where a small eruption is visible in SDO imagery.  Measurements are very rough.
2351,2016-05-27T10:00:00-CME-001,S10W90,-33.0,91.0,10.0,271.0,S,"CME is very narrow, with the start time an estimate due to a data gap in SOHO before 10:00.  Source is likely material seen erupting off the SW limb in SDO AIA 171 at about 09:18."
2352,2016-05-27T23:48:00-CME-001,,-30.0,90.0,20.0,309.0,S,Start time is an estimate due to data gap in SOHO. Source is unclear.
2353,2016-05-29T01:12:00-CME-001,,-20.0,90.0,20.0,280.0,S,Source is likely a small amount of material seen leaving solar disk on SW limb in SDO AIA 171. CME is small and fades in SOHO LASCO C3.
2354,2016-05-29T03:36:00-CME-001,,19.0,-90.0,32.0,189.0,S,Source is opening and closing field lines seen on the NE limb in SDO AIA 171 as well as STA EUVI imagery.
2355,2016-05-29T09:24:00-CME-001,,25.0,70.0,19.0,510.0,C,Source is B6.5 flare accompanied by an eruption from AR 2548 (N15W70) around 08:57.
2356,2016-05-30T16:00:00-CME-001,,30.0,90.0,35.0,450.0,S,
2357,2016-05-30T23:12:00-CME-001,,-25.0,100.0,17.0,103.0,S,Most likely back-sided
2358,2016-05-31T17:09:00-CME-001,,-19.0,149.0,30.0,514.0,C,CME is far sided.  Eruption can be seen in STA EUVI starting around 16:15Z from the cluster of ARs seen on the East side.  The longitude of the source is around 151 degrees.
2359,2016-05-31T19:09:00-CME-001,,-8.0,156.0,22.0,295.0,S,"This CME is far sided and associated with an eruption around longitude 150, and is from the same region as the CME at 2016-05-31T17:09Z."
2360,2016-06-01T01:54:00-CME-001,,-30.0,156.0,31.0,193.0,S,CME is from the same source as the CME starting at 2016-05-31T17:09Z and the one starting at 2016-05-31T19:09Z.  Far sided source from a cluster of ARs seen on the east in STA EUVI.  Some of the material appears to be going into high southern latitudes as seen in the LASCO data (there is a data gap before the event is visible).
2361,2016-06-02T16:24:00-CME-001,,7.0,133.0,13.0,386.0,S,CME is far sided coming from eruption observed on the NE limb in STA EUVI starting around 15UT.  It can also be seen in the SDO 171 images on the NW limb.
2362,2016-06-03T04:12:00-CME-001,,-47.0,,16.0,340.0,S,"Narrow dim CME (a puff) seen in SE in C2. No associated eruption found for it, so POS parameters only."
2363,2016-06-03T06:54:00-CME-001,,55.0,,13.0,300.0,S,"A dim CME with POS of 300 km/s, somewhat obscured by the handle. The source is unclear."
2364,2016-06-06T07:12:00-CME-001,,-13.0,,10.0,333.0,S,Possible far sided CME.  Source not accurately identified.  CME is very faint and only POS measurements could be performed.
2365,2016-06-07T08:54:00-CME-001,,-15.0,-130.0,41.0,243.0,S,Start time is an estimate due to a data gap in SOHO LASCO C2. Source is a far sided eruption from 07:30 - 14:00 from an active region in the SW of STA EUVI imagery.
2366,2016-06-09T01:48:00-CME-001,,35.0,-165.0,41.0,531.0,C,CME is associated with a far sided eruption visible in STA EUVI close to disk center.  Post eruption loops and footprints are visible.
2367,2016-06-10T19:25:00-CME-001,,-26.0,-122.0,22.0,271.0,S,Source region is likely the filament eruption seen in STA EUVI in the southern hemisphere as brightening starting around 18:00 UT.
2368,2016-06-11T23:24:00-CME-001,,25.0,-90.0,20.0,106.0,S,Source is eruption characterized by opening and closing field lines in the NE of SDO AIA 193 visible around 22:19Z.
2369,2016-06-12T16:09:00-CME-001,,-3.0,,26.0,187.0,S,CME is associated with an eruption visible in SDO 171 behind the west limb.  The measurements are really rough since CME could only be visible in COR2 images and it was very faint.
2370,2016-06-14T08:36:00-CME-001,N10E95,33.0,-95.0,18.0,370.0,S,"The CME source was mostly back-sided, but there was sign of loop expansion and eruption from the AR right at the East limb in AIA coronal lines from 07:30-08:00Z."
2371,2016-06-14T13:25:00-CME-001,N15E60,16.0,-44.0,22.0,540.0,C,"The source was the eastern edge of the AR 2553 complex, an eruption with loops, dimming around N15E60, starting around 12:00Z.  The eruption can also be seen as an off-limb dimming in EUVI-A."
2372,2016-06-16T02:24:00-CME-001,,9.0,-50.0,27.0,309.0,S,CME associated with an eruption visible in SDO 193 starting around 00UT.  The CME was very faint and only visible in the STA coronagraphs.
2373,2016-06-16T02:36:00-CME-001,,82.0,-170.0,40.0,516.0,C,CME associated with a high latitude eruption visible in STA EUVI.  The CME could only be measured using POS approximations with STEREO_Cat.
2374,2016-06-16T07:48:00-CME-001,,11.0,-166.0,42.0,484.0,S,CME associated with a far side eruption near disk center seen in STA EUVI images.
2375,2016-06-17T06:39:00-CME-001,,27.0,158.0,20.0,235.0,S,Faint CME associated with an eruption seen after 03:55 in STEREO A EUVI in the NE.
2376,2016-06-19T23:36:00-CME-001,,-29.0,95.0,25.0,482.0,S,Source is eruption off the west limb. Opening field lines observed in AIA 193 around 22:36Z.
2377,2016-06-20T02:54:00-CME-001,,6.0,100.0,32.0,434.0,S,Eruption observed north of the equator off the west limb. Prominence seen in AIA 304 after 1:30Z.
2378,2016-06-20T08:00:00-CME-001,,-20.0,95.0,28.0,450.0,S,Eruption off the south west limb. Opening magnetic field lines seen from AIA 304 after 6:15Z.
2379,2016-06-20T16:54:00-CME-001,,37.0,-147.0,42.0,560.0,C,
2380,2016-06-21T05:12:00-CME-001,N05W60,24.0,36.0,34.0,365.0,S,"Starting around 03:30Z, there was an apparent eruption from the AR 2553-2558 complex located ~60 degrees west and spanning from ~5S to 15N.  There was some dimming and loop formation (best visible in AIA 193) and some off-limb loop motion (best visible in AIA 171).    However, these signatures may not be the full source of the CME, as they don't map well into the CME location.  There may be another loop in the CME with a different source."
2381,2016-06-22T03:12:00-CME-001,N9W45,9.0,43.0,31.0,350.0,S,Very faint CME associated with a N-S filament eruption west from AR2557 seen in AIA after 2016-06-22T1:20Z.
2382,2016-06-23T03:00:00-CME-001,,-25.0,93.0,15.0,294.0,S,
2383,2016-06-23T05:00:00-CME-001,,-11.0,-139.0,35.0,250.0,S,The active region in the middle of the STEREO A field of view. Can be seen via SDO/AIA 304 -- left limb.
2384,2016-06-25T03:12:00-CME-001,,25.0,-95.0,45.0,550.0,C,Source can be seen in STEREO EUV north-west quadrant. Eruption takes place starting at about 2016-06-25T02:05Z.
2385,2016-06-27T10:24:00-CME-001,N15E40,4.0,-43.0,20.0,440.0,S,CME associated with an eruption visible around N15E40 after a B5.8 class flare observed in SDO AIA.  CME is very narrow and somewhat difficult to measure since it is also faint.
2386,2016-06-28T12:24:00-CME-001,N5W99,10.0,99.0,17.0,677.0,C,"Prominence eruption seen in the NW limb from SDO 131, 171, 193 and 304 at around 11:40 UT. Also can be seen from STEREO A EUVI 195 in the NE at around 11:25 UT."
2387,2016-06-28T17:36:00-CME-001,,-20.0,161.0,17.0,426.0,S,Faint and narrow CME. Associated small backsided eruption is seen after 15:55 in EUVI A in the SE.  Seen in SW in C2.
2388,2016-06-29T23:24:00-CME-001,,24.0,-96.0,14.0,289.0,S,
2389,2016-06-30T01:36:00-CME-001,,10.0,166.0,18.0,540.0,C,CME associated with activity seen in an AR located at a longitude/latitude of about 165/10 degrees and visible in STA EUVI images.
2390,2016-06-30T03:48:00-CME-001,,10.0,172.0,20.0,643.0,C,CME associated with activity seen in an AR located around longitude/latitude 165/10 as observed in STA EUVI.  Small flares may be associated with the eruption from the same AR.
2391,2016-06-30T16:54:00-CME-001,,0.0,-180.0,50.0,572.0,C,Source seen in STA EUV NE erupting at about 2016-06-30T15:45Z. Longitude may be potentially closer to -180 degrees.
2392,2016-07-01T00:48:00-CME-001,,-29.0,180.0,28.0,158.0,S,Source location is unknown
2393,2016-07-05T02:09:00-CME-001,,37.0,140.0,36.0,315.0,S,"No clear source was visible - there are some evolving loops above the NW limb visible in AIA 171 around 22:00Z, but it's not clear whether it was related to this CME or not.  No visible signature in EUVI-A."
2395,2016-07-05T21:17:00-CME-001,,33.0,45.0,32.0,550.0,C,This is associated with the long-duration B3.6 class flare peaked at 21:47Z.
2396,2016-07-06T06:36:00-CME-001,,36.0,59.0,7.0,620.0,C,
2397,2016-07-07T03:54:00-CME-001,,18.0,105.0,32.0,328.0,S,The start time might not be accurate due to the CME being very faint.
2398,2016-07-10T00:53:00-CME-001,,22.0,-89.0,19.0,444.0,S,
2399,2016-07-12T02:00:00-CME-001,,33.0,-65.0,20.0,479.0,S,
2400,2016-07-13T19:09:00-CME-001,N04E48,-1.0,-50.0,13.0,550.0,C,eruption signature in AIA 193 very faint.
2401,2016-07-15T13:36:00-CME-001,S18W70,-26.0,76.0,25.0,539.0,C,"Source is below active region 2560. Eruption can be seen in SDO 304 starting around 12:50. Coronal dimming can be seen in SDO 193, near the west limb and below the active region 2560."
2402,2016-07-16T07:42:00-CME-001,,-33.0,59.0,15.0,415.0,S,
2403,2016-07-17T11:24:00-CME-001,,-3.0,-10.0,35.0,386.0,S,
2404,2016-07-17T12:48:00-CME-001,N5W5,-2.0,-22.0,29.0,584.0,C,Slow dimming and field line evolution visible in AIA images from 06:30-08:30.
2405,2016-07-20T17:12:00-CME-001,,28.0,,16.0,355.0,S,CME source could not be identified.  It can be seen that it corresponds to the far side of the Sun looking at the NE limb in SDO 171 where some movement of the field lines is somewhat visible.  Only POS measurements were made.
2406,2016-07-20T23:12:00-CME-001,,-15.0,51.0,27.0,462.0,S,CME may be associated with the low M class flares originating from AR 2565 and 2567.  The measurements are very preliminary since the CME was very faint.
2407,2016-07-21T00:36:00-CME-001,,-12.0,51.0,28.0,450.0,S,CME may be associated with the low M class flares originating from AR 2565 and 2567.  The measurements are very preliminary since the CME was faint and embedded in a previous one from the same source.
2408,2016-07-21T01:25:00-CME-001,,23.0,-140.0,27.0,558.0,C,CME could possibly be from a filament eruption seen in STA EUVI at higher latitudes on the NW.  There is a coronal hole close to the eruption on the NW side.  CME was very faint and difficult to measure.
2409,2016-07-22T02:48:00-CME-001,,2.0,95.0,35.0,714.0,C,Source region located behind the west limb as seen from Earth. Opening field lines observed off the west limb in SDO AIA 171 and 193. Opening field lines and rising loops observed off Stereo A's east limb in EUVI 195.
2410,2016-07-22T22:18:00-CME-001,N05W69,36.0,64.0,26.0,212.0,S,
2411,2016-07-23T05:24:00-CME-001,N05W73,15.0,70.0,40.0,740.0,C,"large spray of cooler material ejected from the active region with this CME, associated with double peaked flare."
2412,2016-07-25T01:25:00-CME-001,N05W91,-2.0,91.0,16.0,500.0,C,Source region is just beyond the west limb.
2413,2016-07-26T07:24:00-CME-001,S08W92,-12.0,92.0,19.0,383.0,S,"CME source is slightly South and just beyond the West limb from SDO, erupting with rising bright material and opening field lines around 04:37 and then again at 07:42."
2414,2016-07-28T22:24:00-CME-001,,7.0,10.0,45.0,350.0,S,"The source of this CME is a filament eruption seen close to disk center in AIA 193/304 starting ~18:00 (with an activation/slow rise phase starting several hours earlier). AIA 304 shows the lift-off of the absorption structure, AIA 193 shows extended brightenings along the filament channel from about ~E20 to W40 in longitude. This eruption produced a faint halo in STA and C2/3."
2415,2016-07-30T17:48:00-CME-001,,14.0,-168.0,33.0,525.0,C,Big eruption in the backside of the sun around N15E20 as seen on STA EUVI. CME was faint and the front was difficult to measure.
2416,2016-07-31T19:00:00-CME-001,,-25.0,12.0,24.0,354.0,S,"Small filament eruption across the lower hemisphere can be seen in SDO AIA193 seem to start around 2016-07-31T21:27Z.  Could be the source of CME, but it is not completely clear due to the timing. Significant dimming and movement of material can be seen above the eruption."
2417,2016-08-03T18:12:00-CME-001,,5.0,-66.0,25.0,254.0,S,"From a filament eruption in the NE quadrant. 

Halpha images indicate that a filament disappearance at ~17:30 (seen in H alpha NSO GONG
El Teide and H alpha GONG Big Bear) located in the NE quadrant"
2418,2016-08-04T08:06:00-CME-001,,-4.0,-168.0,14.0,320.0,S,CME is associated with an eruption visible in STA EUVI close to center disk.  The CME was very faint and difficult to measure.  Eruption also caused some elevation in the lower energy protons in STA.
2419,2016-08-06T03:24:00-CME-001,S30W95,-2.0,95.0,10.0,550.0,C,A small a very thin and faint CME can be seen in SOHO C2/3 starting at 03:34Z in C2. The source location is a small filament liftoff that can be seen just beyond the west limb in SDO 171 at 03:00Z.  CME was measured to have speeds around 550km/s
2420,2016-08-08T11:39:00-CME-001,,45.0,-64.0,14.0,247.0,S,The source location can be seen as an eruption in STA EUVI 195 at 10:35Z in West limb.
2421,2016-08-08T21:17:00-CME-001,,0.0,93.0,22.0,710.0,C,"2 eruptions seen in SXI and H alpha very close in time, 20:15 in AR 12571, and 20:28 at the west limb (AR 12570/72 complex, no SDO images available for these 2 events) - CME more likely from the second event at the west limb"
2422,2016-08-09T02:36:00-CME-001,,29.0,128.0,26.0,141.0,S,"There was a CME today starting around 02:00Z, as seen in C2. It is very slow moving and propagating out to the NW. It has yet to be measured because they are not enough frames in C3. Source is difficult to determine, but it may be associated with active region 2570, which is the source of last night's flare that began at 21:17Z."
2423,2016-08-10T03:54:00-CME-001,,19.0,-70.0,22.0,445.0,S,Associated filament eruption seen in SDO 171 north-east starting at about 2016-08-10T00:50Z.
2424,2016-08-11T17:24:00-CME-001,N25W120,0.0,104.0,24.0,364.0,S,Eruption can be seen in Stereo A EUVI 195 at 15:15 off the far eastern limb.   Eruption caused strong opening field lines and dimming in the area.  Material can be seen moving up and away from the sun.  CME can be seen in STA EUVI starting at 17:24Z.
2425,2016-08-12T16:36:00-CME-001,N15E25,25.0,-70.0,25.0,158.0,S,"A filament lifted off the solar disk slightly east of center disk starting around 2016-08-12T13:00Z in SDO AIA 304 with dimmings seen in SDO 193.
Additional mass ejected off of NE limb seen in SDO AIA 171/304 at 18:00, which seems to be triggered by the on-disk eruption at ~13:00. 
A very slow moving mass can be seen coming out in C2 starting at around 15:00Z, but by the time it reaches C3 it looks more like slow moving outflow."
2426,2016-08-12T19:09:00-CME-001,,-4.0,161.0,16.0,505.0,C,"source region is at the NE limb in STA, in EUVI opening of field lines can be seen starting ~2016-08-12T12:25Z."
2427,2016-08-13T18:24:00-CME-001,N50E120,54.0,-109.0,31.0,382.0,S,There was a large eruption on the northern pole towards the eastern limb. Can be seen as a dimming and breaking/opening field lines in SDO AIA 304 and 171. The aftermath of the eruption can be seen in STA.
2428,2016-08-14T20:00:00-CME-001,N10E75,10.0,-75.0,19.0,231.0,S,CME associated with a very slow eruption from an un-numbered AR on the NE seen in SDO and STA EUVI.  The CME front was very difficult to measure (very faint).
2429,2016-08-15T17:36:00-CME-001,,16.0,-107.0,20.0,750.0,C,"source located on far side, eruption can be seen in EUVI A 195 in the NW, filament starting to lift off at ~16:15 close to west limb, dimmings and post-eruptive brightenings visble forming a S-shaped structure. AIA 193 shows opening of field line off limb in the NE and post-eruptive arcade loops visible above the limb at ~18.00. AIA 304 also shows the lift off of the filament at the east limb."
2430,2016-08-22T00:48:00-CME-001,,13.0,,16.0,231.0,S,Source could not be located and start time is following the difference images.  The CME is very slow and narrow.
2431,2016-08-28T10:12:00-CME-001,,9.0,-114.0,29.0,173.0,S,
2432,2016-08-29T06:48:00-CME-001,,26.0,,13.0,251.0,S,
2433,2016-08-29T23:12:00-CME-001,,25.0,82.0,25.0,375.0,S,The CME was associated with a filament eruption observed in the north-west hemisphere (AIA304)
2434,2016-08-30T03:12:00-CME-001,,-7.0,-82.0,13.0,585.0,C,A small prominence eruption observed at the limb of the Sun in SDO AIA 304 from 01:00-03:00Z.
2435,2016-08-30T08:24:00-CME-001,,9.0,-102.0,24.0,240.0,S,"AIA data were not available, but there appeared to be some evolution (brightening, minor dimming) from an AR near the NW limb in STEREO EUVI-A 195 images starting around 07:00Z"
2436,2016-08-30T19:00:00-CME-001,,-22.0,68.0,24.0,212.0,S,"Source region of this CME could not be identified. Considering that it moves to the SW in C2/3, the lack of any other source and a possible longitude of +60 or +120 from SWPC_cat, the CME probably originated in AR 12580. Hardly any SDO images are available (due to JSOC problems) and SWAP images do not show any signs of eruption though."
2437,2016-09-02T06:18:00-CME-001,,35.0,-87.0,27.0,218.0,S,Start time is time when seen in SOHO LASCO C3 due to a data gap in SOHO LASCO C2 imagery.
2438,2016-09-03T12:12:00-CME-001,,6.0,114.0,23.0,108.0,S,A very slow and faint CME can be seen coming out in the western limb of C2 starting at 12:12Z.  The source location is unclear in the imagery but it is believed to be farsided because a clear eruption is not seen in SDO or the visible part of STA EUVI. Speed found to be around 108 km/s.
2439,2016-09-04T13:25:00-CME-001,S15W15,-14.0,26.0,32.0,216.0,S,The source is the dimming visible around S15W15 in SDO AIA 193 starting at 07:42Z and continuing with rising loops and more dimming to the North.
2440,2016-09-06T06:24:00-CME-001,,22.0,160.0,10.0,539.0,C,The CME was very hard to measure due to its faintness and location. The source appears to be the active region on the backside of the Sun (N15E50 as seen by STA). Eruption can be seen by SDO 171 as beyond the west limb around 05:15Z.
2441,2016-09-06T08:54:00-CME-001,,-20.0,120.0,31.0,674.0,C,"Opening field lines and rising loops visible in AIA 193, AIA 171, and EUVI 195. CME is directed to the southwest as seen from Earth. Eruption appears near the limb as seen from both Earth and Stereo A."
2442,2016-09-06T23:30:00-CME-001,S24W80,-24.0,80.0,24.0,317.0,S,
2443,2016-09-11T08:12:00-CME-001,,5.0,89.0,12.0,597.0,C,"The eruption comes from the west limb.  Starting at around 07:22 in SDO 171, field lines can be seen opening."
2444,2016-09-14T23:36:00-CME-001,S20E175,-18.0,-122.0,43.0,722.0,C,Source is an eruption in the SW of STA EUVI imagery starting around 22:35 with some dimming and post eruption arcades visible. Corresponding opening field lines seen on the SE limb in SDO 171 and 193 around 23:00.
2445,2016-09-16T13:36:00-CME-001,N14W90,9.0,90.0,14.0,324.0,S,
2446,2016-09-16T15:36:00-CME-001,N12E58,-1.0,-68.0,17.0,301.0,S,
2447,2016-09-17T03:36:00-CME-001,N05E90,-15.0,-95.0,14.0,300.0,S,
2448,2016-09-17T12:18:00-CME-001,N10W97,5.0,99.0,12.0,436.0,S,
